part_id,part_family,status,primary_source,partmap_path,fbx_path,baseline_scale,extent_x,extent_y,extent_z,center_x,center_y,center_z,local_x_rule,local_y_rule,local_z_rule,neighbor_offset_summary,fitment_modes,validated_applications,validation_status,orientation_override,last_updated,provenance_level,origin_type,origin_offset_local,default_orientation_state,default_orientation_direction,pivot_center_type,orientation_phase_rule,phase_a_deg,phase_b_deg,scale_behavior,family_equivalence_status,geometry_capability,validated_with_algorithm,next_validation_needed
B_STR_W_NWTB1,STR_W_NWTB1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_W_NWTB1.fbx,source/control scale,12.001597,3.005135,6.00045,2.999201,1.499386,-0.000225,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_W_NWTB2,STR_W_NWTB2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_W_NWTB2.fbx,source/control scale,6.000449,3.005135,12.001597,-0.000225,1.499386,-2.999201,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_W_NWTB3,STR_W_NWTB3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_W_NWTB3.fbx,source/control scale,12.001597,3.005135,6.000448,-2.999201,1.499386,0.000224,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_X_NETB,STR_X_NETB,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_X_NETB.fbx,source/control scale,6.006313,3.000036,6.006314,0.003157,1.499982,-0.003157,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_X_NETB1,STR_X_NETB1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_X_NETB1.fbx,source/control scale,6.006313,3.000036,6.006314,-0.003157,1.499982,-0.003157,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_X_NETB2,STR_X_NETB2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_X_NETB2.fbx,source/control scale,6.006313,3.000036,6.006313,-0.003157,1.499982,0.003157,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_X_NETB3,STR_X_NETB3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_X_NETB3.fbx,source/control scale,6.006314,3.000036,6.006313,0.003157,1.499982,0.003157,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_X_NWTB,STR_X_NWTB,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_X_NWTB.fbx,source/control scale,6.006313,3.000036,6.006314,0.003157,1.499982,-0.003157,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_X_NWTB1,STR_X_NWTB1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_X_NWTB1.fbx,source/control scale,6.006313,3.000036,6.006314,-0.003157,1.499982,-0.003157,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_X_NWTB2,STR_X_NWTB2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_X_NWTB2.fbx,source/control scale,6.006313,3.000036,6.006313,-0.003157,1.499982,0.003157,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_X_NWTB3,STR_X_NWTB3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_X_NWTB3.fbx,source/control scale,6.006314,3.000036,6.006313,0.003157,1.499982,0.003157,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Y_NETB,STR_Y_NETB,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Y_NETB.fbx,source/control scale,6.028702,3.000001,12.014313,0.002632,1.5,2.992844,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Y_NETB1,STR_Y_NETB1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Y_NETB1.fbx,source/control scale,12.014313,3.000001,6.028702,2.992844,1.5,-0.002632,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Y_NETB2,STR_Y_NETB2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Y_NETB2.fbx,source/control scale,6.028702,3.000001,12.014313,-0.002632,1.5,-2.992844,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Y_NETB3,STR_Y_NETB3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Y_NETB3.fbx,source/control scale,12.014313,3.000001,6.028702,-2.992844,1.5,0.002632,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Y_NWTB,STR_Y_NWTB,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Y_NWTB.fbx,source/control scale,6.028702,3.0,12.014313,0.002632,1.5,2.992844,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Y_NWTB1,STR_Y_NWTB1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Y_NWTB1.fbx,source/control scale,12.014313,3.0,6.028702,2.992844,1.5,-0.002632,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Y_NWTB2,STR_Y_NWTB2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Y_NWTB2.fbx,source/control scale,6.028702,3.0,12.014313,-0.002632,1.5,-2.992844,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Y_NWTB3,STR_Y_NWTB3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Y_NWTB3.fbx,source/control scale,12.014313,3.0,6.028702,-2.992844,1.5,0.002632,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Z_NETB,STR_Z_NETB,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Z_NETB.fbx,source/control scale,6.235458,3.034439,9.83844,-0.11274,1.508171,1.901093,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Z_NETB1,STR_Z_NETB1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Z_NETB1.fbx,source/control scale,9.83844,3.034439,6.235459,1.901093,1.508171,0.11274,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Z_NETB2,STR_Z_NETB2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Z_NETB2.fbx,source/control scale,6.235458,3.034439,9.83844,0.11274,1.508171,-1.901093,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Z_NETB3,STR_Z_NETB3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Z_NETB3.fbx,source/control scale,9.83844,3.034439,6.235458,-1.901093,1.508171,-0.112739,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Z_NWTB,STR_Z_NWTB,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Z_NWTB.fbx,source/control scale,6.235459,3.034439,9.83844,-0.112739,1.508171,1.901093,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Z_NWTB1,STR_Z_NWTB1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Z_NWTB1.fbx,source/control scale,9.83844,3.034439,6.235459,1.901093,1.508171,0.11274,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Z_NWTB2,STR_Z_NWTB2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Z_NWTB2.fbx,source/control scale,6.235458,3.034439,9.83844,0.11274,1.508171,-1.901093,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_Z_NWTB3,STR_Z_NWTB3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_Z_NWTB3.fbx,source/control scale,9.83844,3.034439,6.235458,-1.901093,1.508171,-0.112739,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TOWER,TOWER,SEEDED,dimensions_library_fbx_bounds,,models/decoration/B_TOWER.fbx,source/control scale,8.859375,20.09314,8.867188,0.0,9.89093,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TOWER_B,TOWER_B,SEEDED,dimensions_library_fbx_bounds,,models/decoration/B_TOWER_B.fbx,source/control scale,15.316406,34.121277,15.3125,0.001953,16.970612,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TOWER_C,TOWER,SEEDED,dimensions_library_fbx_bounds,,models/decoration/B_TOWER_C.fbx,source/control scale,4.024414,5.734375,3.374023,0.347168,21.976562,-0.009277,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TRIFLOOR,TRIFLOOR,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_TRIFLOOR.fbx,source/control scale,4.619371,0.325562,5.34375,-0.76867,-6.1e-05,0.003906,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TRIFLOOR_Q,TRIFLOOR,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_TRIFLOOR_Q.fbx,source/control scale,2.317383,0.331787,2.667969,-0.38916,0.000732,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TRU_A,TRU_A,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TRU_A.fbx,source/control scale,5.855469,2.999023,3.762573,0.0,-0.000488,-1.870667,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TRU_B,TRU_B,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TRU_B.fbx,source/control scale,6.039062,2.910156,5.945312,0.0,0.0,-2.972656,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TRU_C,TRU,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TRU_C.fbx,source/control scale,6.859375,6.859375,4.856274,0.0,0.0,-2.427332,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TRU_D,TRU_D,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TRU_D.fbx,source/control scale,5.839844,3.0,5.842651,0.007812,0.0,-2.910706,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TRU_E,TRU_E,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TRU_E.fbx,source/control scale,5.855469,2.999023,2.692261,0.0,-0.000488,-1.33551,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TRU_F,TRU_F,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TRU_F.fbx,source/control scale,5.855469,3.0,3.694214,0.0,0.0,-1.836487,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TRU_G,TRU_G,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TRU_G.fbx,source/control scale,5.855469,2.991211,5.600464,0.0,-0.015137,-2.789612,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TRU_H,TRU,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TRU_H.fbx,source/control scale,6.066406,3.037109,5.9515,0.0,0.0,-2.969563,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TUR_A,TUR_A,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TUR_A.fbx,source/control scale,3.378906,2.175049,4.15625,0.0,0.959351,0.474609,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TUR_B,TUR_B,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TUR_B.fbx,source/control scale,2.827294,3.832152,5.072688,0.003837,1.686848,0.619248,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TUR_C,TUR,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TUR_C.fbx,source/control scale,3.720703,2.489502,5.0625,0.021484,1.569702,0.164062,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TUR_D,TUR_D,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TUR_D.fbx,source/control scale,1.862793,2.82959,5.357422,0.003174,1.903564,0.213867,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TUR_E,TUR_E,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TUR_E.fbx,source/control scale,3.283203,1.712402,3.771484,0.0,1.114502,0.657227,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_TUR_F,TUR_F,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_TUR_F.fbx,source/control scale,5.925781,5.227978,13.765625,0.0,2.620386,-1.242188,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALL,WALL,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALL.fbx,source/control scale,5.429688,3.373596,0.753662,0.0,1.686249,0.000122,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLB,WALLB,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLB.fbx,source/control scale,5.429688,3.373596,0.753662,0.0,1.686249,0.000122,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLB_DIAGONA,WALLB_DIAGONA,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLB_DIAGONA.fbx,source/control scale,5.996094,3.427759,0.826904,0.248047,1.713855,-0.009399,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLB_H,WALLB,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLB_H.fbx,source/control scale,3.038086,3.377071,0.566895,0.000488,1.684511,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLB_WIN0,WALLB_WIN0,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLB_WIN0.fbx,source/control scale,5.429688,3.373596,0.753662,0.0,1.686249,0.000122,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLB_WIN1,WALLB_WIN1,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLB_WIN1.fbx,source/control scale,5.429688,3.373596,0.753662,0.0,1.686249,0.000122,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLB_WIN2,WALLB_WIN2,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLB_WIN2.fbx,source/control scale,5.429688,3.373596,0.753662,0.0,1.686249,0.000122,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLB_WIN3,WALLB_WIN3,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLB_WIN3.fbx,source/control scale,5.429688,3.373596,0.753662,0.0,1.686249,0.000122,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLDIAGONAL,WALLDIAGONAL,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLDIAGONAL.fbx,source/control scale,5.996094,3.427759,0.826904,0.248047,1.713855,-0.009399,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLHANGING1,WALLHANGING1,SEEDED,dimensions_library_fbx_bounds,,models/decoration/B_WALLHANGING1.fbx,source/control scale,3.236328,0.285486,2.888672,0.0,0.142657,0.725586,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLHANGING2,WALLHANGING2,SEEDED,dimensions_library_fbx_bounds,,models/decoration/B_WALLHANGING2.fbx,source/control scale,3.236328,0.178697,1.679199,0.0,0.083003,0.12085,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLHANGING3,WALLHANGING3,SEEDED,dimensions_library_fbx_bounds,,models/decoration/B_WALLHANGING3.fbx,source/control scale,3.236328,0.146326,0.984956,0.0,0.073077,-0.226272,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLM,WALLM,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLM.fbx,source/control scale,5.429688,3.377071,0.572266,0.0,1.684511,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLM_DIAGONA,WALLM_DIAGONA,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLM_DIAGONA.fbx,source/control scale,5.738281,3.427759,0.808105,0.119141,1.713855,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLM_H,WALLM,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLM_H.fbx,source/control scale,3.038086,3.377071,0.566895,0.000488,1.684511,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLM_WIN0,WALLM_WIN0,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLM_WIN0.fbx,source/control scale,5.429688,3.60754,1.140625,0.0,1.799746,-0.025391,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLM_WIN1,WALLM_WIN1,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLM_WIN1.fbx,source/control scale,5.429688,3.60754,1.140625,0.0,1.799746,-0.025391,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLM_WIN2,WALLM_WIN2,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLM_WIN2.fbx,source/control scale,5.429688,3.60754,1.140625,0.0,1.799746,-0.025391,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLM_WIN3,WALLM_WIN3,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLM_WIN3.fbx,source/control scale,5.429688,3.60754,1.140625,0.0,1.799746,-0.025391,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLT,WALLT,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLT.fbx,source/control scale,5.429688,3.377071,0.572266,0.0,1.684511,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLT_DIAGONA,WALLT_DIAGONA,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLT_DIAGONA.fbx,source/control scale,5.738281,3.427759,0.808105,0.119141,1.713855,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLT_H,WALLT,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLT_H.fbx,source/control scale,3.038086,3.377071,0.684082,0.000488,1.684511,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLT_WIN0,WALLT_WIN0,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLT_WIN0.fbx,source/control scale,5.429688,6.004025,3.145996,0.0,2.997988,-1.040283,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLT_WIN1,WALLT_WIN1,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLT_WIN1.fbx,source/control scale,5.429688,6.418087,2.626465,0.0,3.205019,-0.85083,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_WALLT_WIN2,WALLT_WIN2,SEEDED,dimensions_library_fbx_bounds,,models/builder_structures/B_WALLT_WIN2.fbx,source/control scale,5.830078,5.976681,2.235352,-0.200195,2.984316,-0.831543,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
