ModelName,FBXPath,fbx_version,vertex_count,mesh_arrays,min_x,max_x,extent_x,center_x,min_y,max_y,extent_y,center_y,min_z,max_z,extent_z,center_z,error
BASE_GRASS1,models/exotic_decorations/BASE_GRASS1.fbx,7400,208,1,-0.935059,1.400391,2.33545,0.232666,-0.186523,1.347656,1.534179,0.580567,-1.439453,1.261719,2.701172,-0.088867,
BASE_GRASS2,models/exotic_decorations/BASE_GRASS2.fbx,7400,80,1,-0.730469,0.996582,1.727051,0.133056,-0.150879,0.956055,1.106934,0.402588,-0.914063,1.095703,2.009766,0.09082,
BASE_GRASS3,models/exotic_decorations/BASE_GRASS3.fbx,7400,112,1,-0.674805,0.768555,1.44336,0.046875,-0.05481,0.878906,0.933716,0.412048,-0.716797,0.640625,1.357422,-0.038086,
BASE_GRASS4,models/exotic_decorations/BASE_GRASS4.fbx,7400,160,1,-0.920898,0.812988,1.733886,-0.053955,-0.115784,0.987793,1.103577,0.436005,-1.077149,0.865234,1.942383,-0.105958,
BASE_GRASS5,models/exotic_decorations/BASE_GRASS5.fbx,7400,96,1,-0.901367,0.720215,1.621582,-0.090576,-0.098816,1.020508,1.119324,0.460846,-0.859375,0.825683,1.685058,-0.016846,
BASE_GRASS6,models/exotic_decorations/BASE_GRASS6.fbx,7400,96,1,-0.645996,0.610352,1.256348,-0.017822,-0.086975,0.848145,0.93512,0.380585,-0.696289,0.543945,1.240234,-0.076172,
BASE_GRASS7,models/exotic_decorations/BASE_GRASS7.fbx,7400,552,1,-1.212891,1.40625,2.619141,0.09668,-0.228638,1.12207,1.350708,0.446716,-1.407227,1.336914,2.744141,-0.035157,
BASE_HOTPLANT01,models/exotic_decorations/BASE_HOTPLANT01.fbx,7400,313,1,-0.706003,0.425348,1.131351,-0.140327,-0.232376,4.246113,4.478489,2.006868,-0.858487,0.439945,1.298432,-0.209271,
BASE_HOTPLANT02,models/exotic_decorations/BASE_HOTPLANT02.fbx,7400,384,1,-0.772485,0.790296,1.562781,0.008906,-0.212379,3.964748,4.177127,1.876184,-0.586869,0.521631,1.1085,-0.032619,
BASE_HOTPLANT03,models/exotic_decorations/BASE_HOTPLANT03.fbx,7400,113,1,-0.9,0.9,1.8,0.0,-0.018207,2.49579,2.513997,1.238792,-0.9,0.9,1.8,0.0,
BASE_HOTPLANT04,models/exotic_decorations/BASE_HOTPLANT04.fbx,7400,515,1,-2.244141,2.271484,4.515625,0.013672,-0.77002,5.429688,6.199707,2.329834,-2.488281,2.34375,4.832031,-0.072266,
BASE_HOTPLANT05,models/exotic_decorations/BASE_HOTPLANT05.fbx,7400,224,1,-1.90918,1.895508,3.804688,-0.006836,-1.458008,3.353516,4.811523,0.947754,-2.734375,2.765625,5.5,0.015625,
BASE_HOTPLANT06,models/exotic_decorations/BASE_HOTPLANT06.fbx,7400,319,1,-1.510742,1.417969,2.928711,-0.046387,-0.773926,4.621094,5.39502,1.923584,-1.397461,1.110352,2.507812,-0.143555,
BASE_HOTPLANT07,models/exotic_decorations/BASE_HOTPLANT07.fbx,7400,7424,1,-0.766113,1.676758,2.442871,0.455322,-0.023941,7.453125,7.477066,3.714592,-1.001953,1.317383,2.319336,0.157715,
BASE_HOTPLANT08,models/exotic_decorations/BASE_HOTPLANT08.fbx,7400,4928,1,-1.31543,1.399414,2.714844,0.041992,-0.216187,5.332031,5.548218,2.557922,-1.098633,1.111328,2.209961,0.006348,
BASE_HOUDINI1,models/exotic_decorations/BASE_HOUDINI1.fbx,7400,4264,1,-1.069729,1.065363,2.135092,-0.002183,0.019709,1.800552,1.780843,0.910131,-1.121071,1.017601,2.138672,-0.051735,
BASE_HOUDINI2,models/exotic_decorations/BASE_HOUDINI2.fbx,7400,1236,1,-1.913067,1.433684,3.346751,-0.239691,-0.425798,9.438522,9.86432,4.506362,-2.430976,1.504738,3.935714,-0.463119,
BASE_HOUDINI3,models/exotic_decorations/BASE_HOUDINI3.fbx,7400,1524,1,-1.499542,1.499542,2.999084,0.0,-0.045281,1.712687,1.757968,0.833703,-1.452093,1.452093,2.904186,0.0,
BASE_HYDROPOD,models/exotic_decorations/BASE_HYDROPOD.fbx,7400,105,1,-0.460124,0.460125,0.920249,1e-06,0.066425,2.365303,2.298878,1.215864,-0.458657,0.458657,0.917314,0.0,
BASE_INFEST1,models/exotic_decorations/BASE_INFEST1.fbx,7400,2565,1,-1.560961,1.624602,3.185563,0.03182,-1.071486,4.096341,5.167827,1.512428,-1.423074,1.379596,2.80267,-0.021739,
BASE_INFEST2,models/exotic_decorations/BASE_INFEST2.fbx,7400,937,1,-4.726563,2.46875,7.195313,-1.128906,-1.884766,11.875,13.759766,4.995117,-2.210938,2.484375,4.695313,0.136719,
BASE_INFEST3,models/exotic_decorations/BASE_INFEST3.fbx,7400,3000,1,-2.146484,2.146484,4.292968,0.0,-2.171875,3.041016,5.212891,0.434571,-1.959961,1.959961,3.919922,0.0,
BASE_JUNGLE01,models/exotic_decorations/BASE_JUNGLE01.fbx,7400,1094,1,-2.414062,2.470703,4.884766,0.02832,-1.113281,5.566406,6.679688,2.226562,-2.927734,2.466797,5.394531,-0.230469,
BASE_JUNGLE02,models/exotic_decorations/BASE_JUNGLE02.fbx,7400,1004,1,-3.21875,1.972656,5.191406,-0.623047,-1.106445,7.679688,8.786133,3.286621,-3.302734,3.132812,6.435547,-0.084961,
BASE_JUNGLE03,models/exotic_decorations/BASE_JUNGLE03.fbx,7400,634,1,-3.388672,3.71875,7.107422,0.165039,-2.119141,4.285156,6.404297,1.083008,-2.400391,3.166016,5.566406,0.382812,
BASE_JUNGLE04,models/exotic_decorations/BASE_JUNGLE04.fbx,7400,360,1,-2.056641,1.80957,3.866211,-0.123535,-0.091797,2.042969,2.134766,0.975586,-1.822266,1.921875,3.744141,0.049805,
BASE_LAVA1,models/exotic_decorations/BASE_LAVA1.fbx,7400,1923,1,-1.462077,1.409668,2.871745,-0.026205,-2.049154,3.449219,5.498373,0.700032,-1.424113,1.627035,3.051148,0.101461,
BASE_LAVA2,models/exotic_decorations/BASE_LAVA2.fbx,7400,907,1,-1.33254,1.566881,2.899421,0.11717,-0.152607,3.23045,3.383057,1.538921,-1.493164,1.408203,2.901367,-0.04248,
BASE_LAVA3,models/exotic_decorations/BASE_LAVA3.fbx,7400,1637,1,-1.272461,1.272461,2.544922,0.0,0.0,2.087891,2.087891,1.043946,0.085321,1.025262,0.939941,0.555291,
BASE_MEDGEOMETR,models/exotic_decorations/BASE_MEDGEOMETR.fbx,7400,285,1,-1.401514,1.214084,2.615598,-0.093715,-0.307439,2.213392,2.520831,0.952977,-1.200395,1.225667,2.426062,0.012636,
BASE_MEDPLANT01,models/exotic_decorations/BASE_MEDPLANT01.fbx,7400,123,1,-1.958271,1.931589,3.88986,-0.013341,-0.199133,2.42999,2.629123,1.115429,-1.87001,1.871372,3.741382,0.000681,
BASE_MEDPLANT02,models/exotic_decorations/BASE_MEDPLANT02.fbx,7400,152,1,-1.203399,1.194887,2.398286,-0.004256,-0.147477,1.165238,1.312715,0.508881,-1.196223,1.199407,2.39563,0.001592,
BASE_MEDPLANT03,models/exotic_decorations/BASE_MEDPLANT03.fbx,7400,200,1,-0.864079,0.722451,1.58653,-0.070814,-0.540336,2.664311,3.204647,1.061987,-0.566275,0.754051,1.320326,0.093888,
BASE_PEACOCK01,models/exotic_decorations/BASE_PEACOCK01.fbx,7400,3355,1,-3.316406,3.279297,6.595703,-0.018555,-0.086609,8.375,8.461609,4.144196,-2.085938,0.731445,2.817383,-0.677246,
BASE_PEACOCK02,models/exotic_decorations/BASE_PEACOCK02.fbx,7400,4489,1,-2.650391,2.480469,5.130859,-0.084961,-0.086609,6.226562,6.313171,3.069977,-2.609375,2.960938,5.570312,0.175781,
BASE_PEACOCK03,models/exotic_decorations/BASE_PEACOCK03.fbx,7400,7138,1,-1.370117,1.580078,2.950195,0.10498,-0.086731,7.632812,7.719543,3.773041,-1.62207,2.59375,4.21582,0.48584,
BASE_RADPLANT01,models/exotic_decorations/BASE_RADPLANT01.fbx,7400,381,1,-2.740845,2.74848,5.489325,0.003818,-0.369068,2.701659,3.070727,1.166295,-2.59834,2.641091,5.239431,0.021376,
BASE_RADPLANT02,models/exotic_decorations/BASE_RADPLANT02.fbx,7400,140,1,-2.17931,1.87917,4.05848,-0.15007,-0.189453,5.257426,5.446879,2.533986,-2.08228,2.32221,4.40449,0.119965,
BASE_RADPLANT03,models/exotic_decorations/BASE_RADPLANT03.fbx,7400,205,1,-0.671875,0.807129,1.479004,0.067627,-0.174927,5.933594,6.108521,2.879334,-0.802734,0.663086,1.46582,-0.069824,
BASE_RADPLANT04,models/exotic_decorations/BASE_RADPLANT04.fbx,7400,474,1,-3.388672,2.529297,5.917969,-0.429688,-1.479492,5.921875,7.401367,2.221191,-3.160156,3.392578,6.552734,0.116211,
BASE_ROBOTOY,models/exotic_decorations/BASE_ROBOTOY.fbx,7400,170,1,-0.34,0.34,0.68,0.0,0.192261,2.079292,1.887031,1.135777,-2.518835,0.34,2.858835,-1.089418,
BASE_ROCK01,models/exotic_decorations/BASE_ROCK01.fbx,7400,102,1,-0.529297,0.575727,1.105024,0.023215,-0.162598,0.816406,0.979004,0.326904,-0.663086,0.682617,1.345703,0.009766,
BASE_ROCK02,models/exotic_decorations/BASE_ROCK02.fbx,7400,124,1,-0.896484,0.709473,1.605957,-0.093506,-0.206909,0.94043,1.147339,0.36676,-0.265381,0.343018,0.608399,0.038818,
BASE_ROCK03,models/exotic_decorations/BASE_ROCK03.fbx,7400,210,1,-0.518679,0.536135,1.054814,0.008728,-0.296182,1.12207,1.418252,0.412944,-0.946557,0.807119,1.753676,-0.069719,
BASE_SHARD,models/exotic_decorations/BASE_SHARD.fbx,7400,248,1,-0.888379,0.875,1.763379,-0.006689,0.620605,5.76084,5.140235,3.190722,-0.167805,0.600366,0.768171,0.21628,
BASE_SHELLWHITE,models/exotic_decorations/BASE_SHELLWHITE.fbx,7400,96,1,-0.351767,0.35447,0.706237,0.001352,0.071087,2.17034,2.099253,1.120714,-0.152683,0.263531,0.416214,0.055424,
BASE_SPRIGBUSH,models/exotic_decorations/BASE_SPRIGBUSH.fbx,7400,192,1,-0.563965,0.693359,1.257324,0.064697,-0.000849,1.204102,1.20495,0.601626,-0.452881,0.838867,1.291748,0.192993,
BASE_STARJOINT,models/exotic_decorations/BASE_STARJOINT.fbx,7400,180,1,-1.415293,1.43607,2.851363,0.010388,-0.03783,2.515262,2.553092,1.238716,-1.405516,1.416516,2.822032,0.0055,
BASE_SUBZPLANT1,models/exotic_decorations/BASE_SUBZPLANT1.fbx,7400,224,1,-1.060547,1.063477,2.124023,0.001465,-0.292725,2.638672,2.931396,1.172974,-1.075195,1.070312,2.145508,-0.002441,
BASE_SUBZPLANT2,models/exotic_decorations/BASE_SUBZPLANT2.fbx,7400,1468,1,-1.287109,1.306641,2.59375,0.009766,-0.016266,3.242188,3.258453,1.612961,-1.306641,1.306641,2.613281,0.0,
BASE_SUBZPLANT3,models/exotic_decorations/BASE_SUBZPLANT3.fbx,7400,236,1,-1.397461,1.628906,3.026367,0.115723,-0.44751,4.324219,4.771729,1.938354,-1.442383,1.938477,3.380859,0.248047,
BASE_SUBZPLANT4,models/exotic_decorations/BASE_SUBZPLANT4.fbx,7400,208,1,-1.960938,2.59375,4.554688,0.316406,-0.288574,3.300781,3.589355,1.506104,-2.40625,2.386719,4.792969,-0.009766,
BASE_SUBZPLANT5,models/exotic_decorations/BASE_SUBZPLANT5.fbx,7400,573,1,-1.488281,1.486328,2.974609,-0.000977,-0.383057,3.341797,3.724854,1.47937,-1.568359,1.380859,2.949219,-0.09375,
BASE_SUBZPLANT6,models/exotic_decorations/BASE_SUBZPLANT6.fbx,7400,205,1,-1.567383,1.40625,2.973633,-0.080566,-0.433594,2.439453,2.873047,1.00293,-1.835938,1.304688,3.140625,-0.265625,
BASE_SUBZPLANT7,models/exotic_decorations/BASE_SUBZPLANT7.fbx,7400,796,1,-2.708984,3.574219,6.283203,0.432617,-1.402344,5.523438,6.925781,2.060547,-2.294922,2.511719,4.806641,0.108398,
BASE_SUBZPLANT8,models/exotic_decorations/BASE_SUBZPLANT8.fbx,7400,947,1,-2.652344,1.645508,4.297852,-0.503418,-0.143433,5.976562,6.119995,2.916565,-1.910156,2.148438,4.058594,0.119141,
BASE_SUBZPLANT9,models/exotic_decorations/BASE_SUBZPLANT9.fbx,7400,1118,1,-6.140625,5.734375,11.875,-0.203125,-3.140625,15.203125,18.34375,6.03125,-6.105469,6.441406,12.546875,0.167969,
BASE_SWAMP1,models/exotic_decorations/BASE_SWAMP1.fbx,7400,324,1,-0.720692,0.78419,1.504882,0.031749,-0.05133,1.255799,1.307129,0.602235,-0.784564,0.717389,1.501953,-0.033588,
BASE_SWAMP2,models/exotic_decorations/BASE_SWAMP2.fbx,7400,2757,1,-2.705078,1.894531,4.599609,-0.405273,-0.792481,10.78125,11.573731,4.994384,-2.671874,1.638673,4.310547,-0.516601,
BASE_SWAMP3,models/exotic_decorations/BASE_SWAMP3.fbx,7400,1875,1,-4.554545,4.14858,8.703125,-0.202982,-3.736985,4.186843,7.923828,0.224929,-4.633743,4.284225,8.917968,-0.174759,
BASE_TERRARIUM,models/exotic_decorations/BASE_TERRARIUM.fbx,7400,142,1,-1.956061,1.956061,3.912122,0.0,-0.007702,0.796586,0.804288,0.394442,-1.956062,1.956061,3.912123,-0.0,
BASE_TOXPLANT01,models/exotic_decorations/BASE_TOXPLANT01.fbx,7400,259,1,-1.850875,1.802207,3.653082,-0.024334,-0.526855,5.032036,5.558891,2.25259,-1.830802,1.827782,3.658584,-0.00151,
BASE_TOXPLANT02,models/exotic_decorations/BASE_TOXPLANT02.fbx,7400,598,1,-2.566521,2.224858,4.791379,-0.170831,-0.69,7.179897,7.869897,3.244948,-2.794117,2.481847,5.275964,-0.156135,
BASE_TOXPLANT03,models/exotic_decorations/BASE_TOXPLANT03.fbx,7400,402,1,-1.888374,2.016704,3.905078,0.064165,-0.386652,7.386528,7.77318,3.499938,-2.139418,2.139419,4.278837,1e-06,
BASE_TOXPLANT04,models/exotic_decorations/BASE_TOXPLANT04.fbx,7400,612,1,-1.264648,1.320312,2.584961,0.027832,-0.372559,3.632812,4.005371,1.630127,-1.516602,1.241211,2.757812,-0.137695,
BASE_TOYCORE,models/exotic_decorations/BASE_TOYCORE.fbx,7400,92,1,-0.8168,0.8168,1.6336,0.0,0.0,2.194621,2.194621,1.09731,-0.8168,0.8168,1.6336,0.0,
BASE_TOYCUBE,models/exotic_decorations/BASE_TOYCUBE.fbx,7400,16,1,-0.455376,0.556968,1.012344,0.050796,0.0,1.174981,1.174981,0.58749,-0.489341,0.465986,0.955327,-0.011677,
BASE_TOYJELLY,models/exotic_decorations/BASE_TOYJELLY.fbx,7400,1469,1,-0.54874,0.607516,1.156256,0.029388,0.188705,2.390548,2.201843,1.289626,-0.550839,0.538324,1.089163,-0.006258,
BASE_TOYSPHERE,models/exotic_decorations/BASE_TOYSPHERE.fbx,7400,66,1,-0.43,0.43,0.86,0.0,0.0,0.998112,0.998112,0.499056,-0.43,0.43,0.86,0.0,
BASE_TREE01,models/exotic_decorations/BASE_TREE01.fbx,7400,426,1,-2.262061,2.478492,4.740553,0.108215,-0.001961,6.696483,6.698444,3.347261,-2.106115,2.211082,4.317197,0.052483,
BASE_TREE02,models/exotic_decorations/BASE_TREE02.fbx,7400,521,1,-1.837862,2.128701,3.966563,0.145419,-0.147083,8.197094,8.344177,4.025005,-2.190465,1.786721,3.977186,-0.201872,
BASE_TREE03,models/exotic_decorations/BASE_TREE03.fbx,7400,68,1,-1.40564,1.737466,3.143106,0.165913,-0.010301,7.714129,7.72443,3.851914,-1.652429,1.652429,3.304858,0.0,
BASE_WEIRDCUBE,models/exotic_decorations/BASE_WEIRDCUBE.fbx,7400,255,1,-0.709682,0.736537,1.446219,0.013427,0.768058,2.365713,1.597655,1.566885,-0.664654,0.646637,1.311291,-0.009008,
BASE_WPLANT1,models/exotic_decorations/BASE_WPLANT1.fbx,7400,146,1,-0.62,0.62,1.24,0.0,-0.01649,1.598074,1.614564,0.790792,-0.62,0.62,1.24,0.0,
BASE_WPLANT2,models/exotic_decorations/BASE_WPLANT2.fbx,7400,62,1,-0.62,0.62,1.24,0.0,-0.01649,1.841097,1.857587,0.912303,-0.62,0.62,1.24,0.0,
BASE_WPLANT3,models/exotic_decorations/BASE_WPLANT3.fbx,7400,330,1,-0.62,0.62,1.24,0.0,-0.006879,2.198531,2.20541,1.095826,-0.62,0.62,1.24,0.0,
BASE_WPLANT4,models/exotic_decorations/BASE_WPLANT4.fbx,7400,7232,1,-0.829834,0.829834,1.659668,0.0,-0.023532,1.541096,1.564628,0.758782,-0.947022,0.947021,1.894043,-1e-06,
BASE_WPLANT5,models/exotic_decorations/BASE_WPLANT5.fbx,7400,2966,1,-2.873047,4.6875,7.560547,0.907226,-0.031097,4.601562,4.632659,2.285233,-2.300781,3.271484,5.572265,0.485351,
BASE_WPLANT6,models/exotic_decorations/BASE_WPLANT6.fbx,7400,14152,1,-1.685547,2.226562,3.912109,0.270508,-0.824707,3.347656,4.172363,1.261475,-1.918946,2.544922,4.463868,0.312988,
BASE_WPLANT7,models/exotic_decorations/BASE_WPLANT7.fbx,7400,1033,1,-2.589844,2.939453,5.529297,0.174805,-0.309082,4.554688,4.86377,2.122803,-2.125,3.460938,5.585938,0.667969,
BASE_WPLANT8,models/exotic_decorations/BASE_WPLANT8.fbx,7400,287,1,-0.465332,0.795898,1.26123,0.165283,-0.317139,6.023438,6.340576,2.853149,-0.515137,0.690918,1.206055,0.087891,
SLIME_MED,models/exotic_decorations/SLIME_MED.fbx,7400,571,1,-1.189542,1.329888,2.51943,0.070173,-0.030014,0.661133,0.691147,0.315559,-1.472768,1.585407,3.058175,0.05632,
SPOOKY_PLANT,models/exotic_decorations/SPOOKY_PLANT.fbx,7400,314,1,-0.438721,0.438721,0.877442,0.0,-0.133789,0.824707,0.958496,0.345459,-0.454346,0.454346,0.908692,0.0,
STATUE_ASTRO_B,models/exotic_decorations/STATUE_ASTRO_B.fbx,7400,996,1,-0.253859,0.253859,0.507718,0.0,-0.000956,1.330899,1.331855,0.664972,-0.207131,0.301382,0.508513,0.047126,
STATUE_ASTRO_G,models/exotic_decorations/STATUE_ASTRO_G.fbx,7400,996,1,-0.362655,0.362655,0.72531,0.0,-0.001366,1.901284,1.90265,0.949959,-0.295902,0.430546,0.726448,0.067322,
STATUE_ASTRO_I,models/exotic_decorations/STATUE_ASTRO_I.fbx,7400,33105,1,-0.705172,0.708891,1.414062,0.00186,0.0,2.279297,2.279297,1.139648,-0.708008,0.708008,1.416016,0.0,
STATUE_ASTRO_S,models/exotic_decorations/STATUE_ASTRO_S.fbx,7400,996,1,-0.301004,0.301004,0.602008,0.0,-0.001133,1.578066,1.579199,0.788466,-0.245598,0.357353,0.602951,0.055877,
STATUE_ATLAS_B,models/exotic_decorations/STATUE_ATLAS_B.fbx,7400,211,1,-0.333005,0.333005,0.66601,0.0,-3e-06,1.406593,1.406596,0.703295,-0.188762,0.313149,0.501911,0.062194,
STATUE_ATLAS_G,models/exotic_decorations/STATUE_ATLAS_G.fbx,7400,211,1,-0.470927,0.470927,0.941854,0.0,-4e-06,1.989166,1.98917,0.994581,-0.266943,0.442848,0.709791,0.087952,
STATUE_ATLAS_I,models/exotic_decorations/STATUE_ATLAS_I.fbx,7400,10552,1,-0.707218,0.714657,1.421875,0.003719,0.0,1.864258,1.864258,0.932129,-0.708008,0.708008,1.416016,0.0,
STATUE_ATLAS_S,models/exotic_decorations/STATUE_ATLAS_S.fbx,7400,211,1,-0.392957,0.392957,0.785914,0.0,-3e-06,1.659824,1.659827,0.829911,-0.222746,0.369527,0.592273,0.073391,
STATUE_BLOB_B,models/exotic_decorations/STATUE_BLOB_B.fbx,7400,432,1,-0.198256,0.198179,0.396435,-3.8e-05,0.004071,1.300118,1.296047,0.652094,-0.23178,0.179335,0.411115,-0.026222,
STATUE_BLOB_G,models/exotic_decorations/STATUE_BLOB_G.fbx,7400,432,1,-0.262721,0.262619,0.52534,-5.1e-05,0.005395,1.722863,1.717468,0.864129,-0.307145,0.237647,0.544792,-0.034749,
STATUE_BLOB_I,models/exotic_decorations/STATUE_BLOB_I.fbx,7400,3729,1,-0.708008,0.708008,1.416016,0.0,0.0,1.422852,1.422852,0.711426,-0.708008,0.708008,1.416016,0.0,
STATUE_BLOB_S,models/exotic_decorations/STATUE_BLOB_S.fbx,7400,432,1,-0.225975,0.225887,0.451862,-4.4e-05,0.004641,1.481891,1.47725,0.743266,-0.264185,0.204408,0.468593,-0.029889,
STATUE_DIP_B,models/exotic_decorations/STATUE_DIP_B.fbx,7400,114,1,-0.183725,0.321449,0.505174,0.068862,0.006839,1.362821,1.355982,0.68483,-0.205771,0.332362,0.538133,0.063295,
STATUE_DIP_G,models/exotic_decorations/STATUE_DIP_G.fbx,7400,114,1,-0.358166,0.527111,0.885277,0.084472,0.003843,2.380096,2.376253,1.191969,-0.358166,0.584869,0.943035,0.113352,
STATUE_DIP_I,models/exotic_decorations/STATUE_DIP_I.fbx,7400,7642,1,-0.705373,0.713821,1.419194,0.004224,0.0,3.185547,3.185547,1.592773,-0.708008,0.851074,1.559082,0.071533,
STATUE_DIP_S,models/exotic_decorations/STATUE_DIP_S.fbx,7400,114,1,-0.26424,0.422032,0.686272,0.078896,0.008945,1.851032,1.842087,0.929989,-0.302228,0.428819,0.731047,0.063295,
STATUE_GEK_B,models/exotic_decorations/STATUE_GEK_B.fbx,7400,773,1,-0.231323,0.376465,0.607788,0.072571,0.002781,1.299805,1.297024,0.651293,-0.199097,0.318848,0.517944,0.059875,
STATUE_GEK_G,models/exotic_decorations/STATUE_GEK_G.fbx,7400,773,1,-0.300537,0.489014,0.789551,0.094238,0.003614,1.689453,1.685839,0.846534,-0.258545,0.414307,0.672852,0.077881,
STATUE_GEK_I,models/exotic_decorations/STATUE_GEK_I.fbx,7400,12825,1,-0.705359,0.716516,1.421875,0.005579,0.0,2.0,2.0,1.0,-0.708008,0.708008,1.416016,0.0,
STATUE_GEK_S,models/exotic_decorations/STATUE_GEK_S.fbx,7400,773,1,-0.264893,0.431152,0.696045,0.08313,0.003187,1.489258,1.486071,0.746222,-0.228027,0.365234,0.593262,0.068604,
STATUE_SHIP_B,models/exotic_decorations/STATUE_SHIP_B.fbx,7400,40,1,-0.313275,0.314136,0.627411,0.00043,0.003384,0.988773,0.985389,0.496078,-0.338828,0.194778,0.533606,-0.072025,
STATUE_SHIP_G,models/exotic_decorations/STATUE_SHIP_G.fbx,7400,40,1,-0.526268,0.527279,1.053547,0.000506,0.006371,1.661034,1.654663,0.833702,-0.516331,0.379699,0.89603,-0.068316,
STATUE_SHIP_I,models/exotic_decorations/STATUE_SHIP_I.fbx,7400,12546,1,-0.702381,0.719494,1.421875,0.008556,0.0,2.061654,2.061654,1.030827,-1.033203,0.708008,1.741211,-0.162598,
STATUE_SHIP_S,models/exotic_decorations/STATUE_SHIP_S.fbx,7400,40,1,-0.389624,0.390526,0.78015,0.000451,-0.00085,1.224425,1.225275,0.611787,-0.389899,0.27361,0.663509,-0.058144,
STATUE_WALK_B,models/exotic_decorations/STATUE_WALK_B.fbx,7400,432,1,-0.198256,0.198179,0.396435,-3.8e-05,0.004071,1.300118,1.296047,0.652094,-0.23178,0.179335,0.411115,-0.026222,
STATUE_WALK_G,models/exotic_decorations/STATUE_WALK_G.fbx,7400,432,1,-0.262721,0.262619,0.52534,-5.1e-05,0.005395,1.722863,1.717468,0.864129,-0.307145,0.237647,0.544792,-0.034749,
STATUE_WALK_I,models/exotic_decorations/STATUE_WALK_I.fbx,7400,12280,1,-0.704242,0.709821,1.414062,0.002789,0.0,2.523438,2.523438,1.261719,-0.708008,0.708008,1.416016,0.0,
STATUE_WALK_S,models/exotic_decorations/STATUE_WALK_S.fbx,7400,432,1,-0.225975,0.225887,0.451862,-4.4e-05,0.004641,1.481891,1.47725,0.743266,-0.264185,0.204408,0.468593,-0.029889,
BARRENPLANT,models/farming/BARRENPLANT.fbx,7400,403,1,-0.343842,0.554337,0.898179,0.105248,-0.093872,2.197596,2.291468,1.051862,-0.322599,0.384697,0.707296,0.031049,
CREATUREPLANT,models/farming/CREATUREPLANT.fbx,7400,186,1,-0.53366,0.799428,1.333088,0.132884,-0.265082,1.373009,1.638091,0.553963,-0.667807,0.601914,1.269721,-0.032946,
CREATURE_FARM,models/farming/CREATURE_FARM.fbx,7400,908,1,-0.615,0.615,1.23,0.0,0.063655,3.655061,3.591406,1.859358,-1.559329,2.600458,4.159787,0.520564,
CREATURE_FEED,models/farming/CREATURE_FEED.fbx,7400,522,1,-1.26868,1.26868,2.53736,0.0,0.0,3.70205,3.70205,1.851025,-1.242078,1.270181,2.512259,0.014051,
GRAVPLANT,models/farming/GRAVPLANT.fbx,7400,192,1,-0.703125,0.905273,1.608398,0.101074,-0.168091,1.465821,1.633912,0.648865,-0.970703,0.837891,1.808594,-0.066406,
LUSHPLANT,models/farming/LUSHPLANT.fbx,7400,213,1,-0.774902,0.674805,1.449707,-0.050049,-0.213623,1.816327,2.02995,0.801352,-1.030273,0.715748,1.746021,-0.157262,
NIPPLANT,models/farming/NIPPLANT.fbx,7400,194,1,-0.65625,0.845703,1.501953,0.094727,0.000351,1.4649,1.464549,0.732626,-0.90625,0.782715,1.688965,-0.061767,
PEARLPLANT,models/farming/PEARLPLANT.fbx,7400,322,1,-1.032672,1.032672,2.065344,0.0,-0.635992,1.940803,2.576795,0.652406,-0.778362,0.778362,1.556724,0.0,
PLANTER,models/farming/PLANTER.fbx,7400,212,1,-1.310979,1.310979,2.621958,0.0,0.0,2.540115,2.540115,1.270058,-1.310979,1.310979,2.621958,0.0,
PLANTERMEGA,models/farming/PLANTERMEGA.fbx,7400,416,1,-2.325122,2.325122,4.650244,0.0,0.0,2.540115,2.540115,1.270058,-2.325122,2.325122,4.650244,0.0,
PLANTPOT,models/farming/PLANTPOT.fbx,7400,207,1,-0.43163,0.43163,0.86326,0.0,-0.0,0.515549,0.515549,0.257775,-0.621234,0.252571,0.873805,-0.184332,
PLANTPOT1,models/farming/PLANTPOT1.fbx,7400,176,1,-0.5,0.5,1.0,0.0,-0.000247,1.544153,1.5444,0.771953,-0.358433,0.328422,0.686855,-0.015005,
PLANTPOT2,models/farming/PLANTPOT2.fbx,7400,2588,1,-0.58833,0.858706,1.447036,0.135188,-0.010299,1.413671,1.42397,0.701686,-0.399214,0.381291,0.780505,-0.008961,
PLANTPOT3,models/farming/PLANTPOT3.fbx,7400,888,1,-0.27974,0.27974,0.55948,0.0,0.033736,0.868553,0.834817,0.451144,-0.27974,0.27974,0.55948,0.0,
POOPPLANT,models/farming/POOPPLANT.fbx,7400,472,1,-0.693559,0.809734,1.503293,0.058087,-0.098488,1.773286,1.871774,0.837399,-0.686377,0.689648,1.376025,0.001635,
RADIOPLANT,models/farming/RADIOPLANT.fbx,7400,222,1,-0.814002,0.886495,1.700497,0.036247,-0.243774,1.330815,1.574589,0.54352,-0.745865,0.862161,1.608026,0.058148,
SACVENOMPLANT,models/farming/SACVENOMPLANT.fbx,7400,360,1,-0.675103,0.830822,1.505925,0.077859,-0.147375,1.88167,2.029045,0.867147,-0.819806,0.720747,1.540553,-0.049529,
SCORCHEDPLANT,models/farming/SCORCHEDPLANT.fbx,7400,184,1,-0.703589,0.724709,1.428298,0.01056,-0.407052,1.775391,2.182443,0.684169,-0.78051,0.771674,1.552184,-0.004418,
SNOWPLANT,models/farming/SNOWPLANT.fbx,7400,378,1,-0.885756,1.112305,1.998061,0.113275,-0.212909,2.278932,2.491841,1.033012,-1.044855,0.898627,1.943482,-0.073114,
