ActiveLibraryIndex,ExtractionPartIndex,ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,PartClassGuess,ExpectedExtentX,ExpectedExtentY,ExpectedExtentZ,MeasuredLocalSize,MeasuredWorldSize_DEFAULT,DimensionsProperty_DEFAULT,LocalBBoxCenter,LocalOriginOffsetFromBBoxCenter,LocalBottomOffsetZ,LocalTopOffsetZ,WorldBottomOffsetFromOriginZ_DEFAULT,WorldTopOffsetFromOriginZ_DEFAULT,SortedExtentDeltaMax_DEFAULT,ExtentMatch0p10_DEFAULT,SpawnSuccessAllVariants,VariantCount,DefaultRotationDegrees,RX90WorldSize,RY90WorldSize,RZ90WorldSize,Scale050WorldSize,Scale150WorldSize,Scale200WorldSize,ValidationStatus,ValidationFlags,MechanicsUseRecommendation,DecorativeProxyCaution,UserConfirmedNote,SourceExtractionRun,SourceDocsRev,ExtractionConfidence
1609,1625.0,SERVERBOX1,SERVER BLOCK A,Furnishings,Space Station,SERVERBOX1,,,prop/detail or unclassified,models/decoration/SERVERBOX1.fbx,DECORATION_MISC,2.650391,2.371094,1.530273,"[2.650391, 2.371094, 1.530273]","[2.650391, 1.530282, 2.371099]","[2.650391, 2.371094, 1.530273]","[0.0, 1.174916, -7.3e-05]","[0.0, -1.174916, 7.3e-05]",-0.76521,0.765064,-0.010634,2.360466,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.650391, 1.530273, 2.371094]","[1.530274, 2.371094, 2.650391]","[2.371094, 2.650391, 1.530273]","[1.325195, 0.765141, 1.18555]","[3.975586, 2.295422, 3.556649]","[5.300781, 3.060564, 4.742199]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1610,1626.0,SERVERBOX2,SERVER BLOCK B,Furnishings,Space Station,SERVERBOX2,,,prop/detail or unclassified,models/decoration/SERVERBOX2.fbx,DECORATION_MISC,2.650391,2.371094,1.530273,"[2.650391, 2.371094, 1.530273]","[2.650391, 1.530282, 2.371099]","[2.650391, 2.371094, 1.530273]","[0.0, 1.174916, -7.3e-05]","[0.0, -1.174916, 7.3e-05]",-0.76521,0.765064,-0.010634,2.360466,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.650391, 1.530273, 2.371094]","[1.530274, 2.371094, 2.650391]","[2.371094, 2.650391, 1.530273]","[1.325195, 0.765141, 1.18555]","[3.975586, 2.295422, 3.556649]","[5.300781, 3.060564, 4.742199]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1611,1627.0,SERVERSTACK,SERVER,Furnishings,Decorative Technology,SERVERSTACK,,PROP,prop/detail or unclassified,models/furnishings/SERVERSTACK.fbx,TECH_UTILITY,0.677668,1.242188,0.805598,"[0.677668, 1.242188, 0.805598]","[0.677668, 0.805603, 1.242191]","[0.677668, 1.242188, 0.805598]","[-0.00061, 0.621094, -0.001587]","[0.00061, -0.621094, 0.001587]",-0.404386,0.401212,-1e-06,1.242189,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.677668, 0.805598, 1.242188]","[0.805598, 1.242188, 0.677668]","[1.242188, 0.677669, 0.805598]","[0.338834, 0.4028, 0.621095]","[1.016502, 1.208405, 1.863286]","[1.355336, 1.611204, 2.484382]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1612,1628.0,SET_B_MONU,SET_B_MONU,Furnishings,Settlement,SET_B_MONU,,,prop/detail or unclassified,models/settlement/SET_B_MONU.fbx,DECORATION_MISC,17.664062,30.413414,15.464844,"[17.664062, 30.413414, 15.464844]","[17.664062, 15.464954, 30.41347]","[17.664062, 30.413414, 15.464844]","[-0.003906, 15.199543, -2.36914]","[0.003906, -15.199543, 2.36914]",-10.101562,5.363282,-0.007183,30.406286,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[17.664062, 15.464846, 30.413414]","[15.464845, 30.413414, 17.664062]","[30.413414, 17.664064, 15.464844]","[8.832031, 7.732477, 15.206735]","[26.496094, 23.197432, 45.620204]","[35.328125, 30.929909, 60.826939]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1613,,SET_B_MONU_FA,SET_B_MONU_FA,Furnishings,Settlement,SET_B_MONU_FA,,,settlement/large prop or setpiece,models/settlement/SET_B_MONU_FA.fbx,DECORATION_MISC,,,,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1614,,SET_CLASS_A,SET_CLASS_A,Furnishings,Settlement,SET_CLASS_A,,,settlement/large prop or setpiece,models/settlement/SET_CLASS_A.fbx,DECORATION_MISC,1.312041,11.22177,1.305048,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1615,,SET_CLASS_B,SET_CLASS_B,Furnishings,Settlement,SET_CLASS_B,,,settlement/large prop or setpiece,models/settlement/SET_CLASS_B.fbx,DECORATION_MISC,1.312041,11.221769,1.305048,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1616,,SET_CLASS_S,SET_CLASS_S,Furnishings,Settlement,SET_CLASS_S,,,settlement/large prop or setpiece,models/settlement/SET_CLASS_S.fbx,DECORATION_MISC,1.312041,11.22177,1.305048,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1617,1629.0,SET_CONSTRUCT,SET_CONSTRUCT,Large Structures,Settlement,SET_CONSTRUCT,,PROPS,prop/detail or unclassified,models/settlement/SET_CONSTRUCT.fbx,OTHER,0.81543,1.787395,0.94165,"[0.81543, 1.787395, 0.94165]","[0.81543, 0.941656, 1.787398]","[0.81543, 1.787395, 0.94165]","[0.0, 0.892436, 4.4e-05]","[0.0, -0.892436, -4.4e-05]",-0.470781,0.470869,-0.001264,1.786135,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.81543, 0.94165, 1.787395]","[0.94165, 1.787395, 0.81543]","[1.787395, 0.81543, 0.94165]","[0.407715, 0.470827, 0.893699]","[1.223145, 1.412485, 2.681098]","[1.63086, 1.883314, 3.574797]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1618,,SET_FISHPOND,SET_FISHPOND,Furnishings,Settlement,SET_FISHPOND,,,settlement/large prop or setpiece,models/settlement/SET_FISHPOND.fbx,DECORATION_MISC,9.207031,2.916015,16.109375,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1619,1630.0,SET_F_MONU,SET_F_MONU,Large Structures,Settlement,SET_F_MONU,,PROPS,prop/detail or unclassified,models/settlement/SET_F_MONU.fbx,OTHER,5.378906,9.086046,5.378906,"[5.378906, 9.086046, 5.378906]","[5.378906, 5.378939, 9.086066]","[5.378906, 9.086046, 5.378906]","[0.0, 4.542915, 0.0]","[0.0, -4.542915, 0.0]",-2.689453,2.689453,-0.000118,9.085948,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.378906, 5.378906, 9.086047]","[5.378906, 9.086046, 5.378906]","[9.086047, 5.378906, 5.378906]","[2.689453, 2.68947, 4.543033]","[8.068358, 8.068409, 13.629099]","[10.757812, 10.757877, 18.172131]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1620,1631.0,SET_F_MONU_FA,SET_F_MONU_FA,Large Structures,Settlement,SET_F_MONU_FA,,PROPS,prop/detail or unclassified,models/settlement/SET_F_MONU_FA.fbx,OTHER,3.986328,8.418457,3.986328,"[3.986328, 8.418457, 3.986328]","[3.986328, 3.986358, 8.418472]","[3.986328, 8.418457, 3.986328]","[0.0, 4.868897, 0.0]","[0.0, -4.868897, 0.0]",-1.993164,1.993164,0.659661,9.078133,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.986328, 3.986328, 8.418457]","[3.986328, 8.418457, 3.986328]","[8.418457, 3.986329, 3.986328]","[1.993164, 1.993179, 4.209236]","[5.979492, 5.979538, 12.627707]","[7.972656, 7.972715, 16.836944]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1621,1632.0,SET_GROUNDDECAL,SET_GROUNDDECAL,Large Structures,Settlement,SET_GROUNDDECAL,,PROPS,decal,models/settlement/SET_GROUNDDECAL.fbx,WALL_ART_DECAL_POSTER,10.770304,1.422852,6.151016,"[10.770304, 1.422852, 6.151016]","[10.770304, 6.151021, 1.422874]","[10.770304, 1.422852, 6.151016]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-3.075508,3.075508,-0.711437,0.711437,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[10.770304, 6.151016, 1.422852]","[6.151017, 1.422852, 10.770304]","[1.422853, 10.770304, 6.151016]","[5.385152, 3.075512, 0.711437]","[16.155457, 9.226532, 2.134311]","[21.540607, 12.302042, 2.845749]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1622,1633.0,SET_INT_SHIPSAL,SET_INT_SHIPSAL,Furnishings,Settlement,SET_INT_SHIPSAL,,,prop/detail or unclassified,models/settlement/SET_INT_SHIPSAL.fbx,DECORATION_MISC,5.285156,1.221069,5.949219,"[5.285156, 1.221069, 5.949219]","[5.285156, 5.949223, 1.221091]","[5.285156, 1.221069, 5.949219]","[0.0, 0.604309, -0.667969]","[0.0, -0.604309, 0.667969]",-3.642578,2.306641,-0.006234,1.214857,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.285156, 5.949219, 1.22107]","[5.949219, 1.221069, 5.285156]","[1.22107, 5.285156, 5.949219]","[2.642578, 2.974611, 0.610545]","[7.927734, 8.923834, 1.831636]","[10.570312, 11.898447, 2.442182]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1623,1634.0,SET_INT_SUMMARY,SET_INT_SUMMARY,Furnishings,Settlement,SET_INT_SUMMARY,,,prop/detail or unclassified,models/settlement/SET_INT_SUMMARY.fbx,DECORATION_MISC,2.124277,3.553216,0.964238,"[2.124277, 3.553216, 0.964238]","[2.124277, 0.964251, 3.553219]","[2.124277, 3.553216, 0.964238]","[-0.00673, 1.776608, 0.162051]","[0.00673, -1.776608, -0.162051]",-0.320068,0.64417,-2e-06,3.553217,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.124277, 0.964239, 3.553216]","[0.964239, 3.553215, 2.124277]","[3.553216, 2.124277, 0.964238]","[1.062138, 0.482126, 1.77661]","[3.186415, 1.446377, 5.329829]","[4.248554, 1.928503, 7.106438]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1624,,SET_LZ,ALTERNATIVE LANDING PAD,Furnishings,Settlement,SET_LZ,,,landing pad/large platform,models/settlement/SET_LZ.fbx,DECORATION_MISC,,,,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1625,,SET_LZ_SHIPBUIL,ALTERNATIVE LANDING PAD,Furnishings,Settlement,SET_LZ_SHIPBUIL,,,landing pad/large platform,models/settlement/SET_LZ_SHIPBUIL.fbx,DECORATION_MISC,2.740235,2.101174,1.766566,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1626,1635.0,SET_MAYORTERM,SET_MAYORTERM,Large Structures,Settlement,SET_MAYORTERM,,PROPS,prop/detail or unclassified,models/settlement/SET_MAYORTERM.fbx,OTHER,3.791016,1.791016,2.403321,"[3.791016, 1.791016, 2.403321]","[3.791016, 2.403327, 1.791025]","[3.791016, 1.791016, 2.403321]","[0.0, 0.895508, -0.002442]","[0.0, -0.895508, 0.002442]",-1.204102,1.199219,-4e-06,1.79102,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.791016, 2.403321, 1.791016]","[2.403321, 1.791016, 3.791016]","[1.791016, 3.791016, 2.403321]","[1.895508, 1.201664, 0.895512]","[5.686524, 3.60499, 2.686537]","[7.582032, 4.806654, 3.582049]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1627,1636.0,SET_MONUMENT,SET_MONUMENT,Large Structures,Settlement,SET_MONUMENT,,PROPS,prop/detail or unclassified,models/settlement/SET_MONUMENT.fbx,OTHER,5.378906,8.343751,5.378906,"[5.378906, 8.343751, 5.378906]","[5.378906, 5.378936, 8.34377]","[5.378906, 8.343751, 5.378906]","[0.0, 4.171875, 0.0]","[0.0, -4.171875, 0.0]",-2.689453,2.689453,-1.1e-05,8.34376,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.378906, 5.378906, 8.343751]","[5.378906, 8.343751, 5.378906]","[8.343751, 5.378906, 5.378906]","[2.689453, 2.689468, 4.171885]","[8.068358, 8.068405, 12.515655]","[10.757812, 10.757872, 16.687541]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1628,1637.0,SET_MONUMENT_FA,SET_MONUMENT_FA,Large Structures,Settlement,SET_MONUMENT_FA,,PROPS,prop/detail or unclassified,models/settlement/SET_MONUMENT_FA.fbx,OTHER,3.8125,3.828125,4.113281,"[3.8125, 3.828125, 4.113281]","[3.8125, 4.113295, 3.82814]","[3.8125, 3.828125, 4.113281]","[0.0, 3.359375, -1e-06]","[0.0, -3.359375, 1e-06]",-2.056641,2.05664,1.445306,5.273446,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.8125, 4.113281, 3.828125]","[4.113281, 3.828125, 3.8125]","[3.828125, 3.8125, 4.113281]","[1.90625, 2.056648, 1.91407]","[5.71875, 6.169943, 5.74221]","[7.625, 8.226589, 7.65628]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1629,,SET_SFXCONST_S0,SET_SFXCONST_S0,Furnishings,Settlement,SET_SFXCONST_S0,,,settlement/large prop or setpiece,models/settlement/SET_SFXCONST_S0.fbx,DECORATION_MISC,,,,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1630,,SET_STAFFBUILD,SET_STAFFBUILD,Furnishings,Settlement,SET_STAFFBUILD,,,settlement/large prop or setpiece,models/settlement/SET_STAFFBUILD.fbx,DECORATION_MISC,2.498047,4.286133,3.362305,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.02,NOT_EXTRACTED
1631,1638.0,SET_S_TOWER,,Large Structures,Settlement,SET_S_TOWER,,PROPS,prop/detail or unclassified,models/settlement/SET_S_TOWER.fbx,OTHER,16.078123,24.968751,18.34375,"[16.078123, 24.968751, 18.34375]","[16.078123, 18.343841, 24.968817]","[16.078123, 24.968752, 18.34375]","[0.0, 12.484375, -3e-06]","[0.0, -12.484375, 3e-06]",-9.171878,9.171872,-3.4e-05,24.968782,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[16.078123, 18.343751, 24.968751]","[18.34375, 24.968751, 16.078123]","[24.968751, 16.078125, 18.34375]","[8.039062, 9.171921, 12.484408]","[24.117184, 27.51576, 37.453226]","[32.156246, 36.687683, 49.937633]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1632,1639.0,SET_S_TOWER_FA,,Large Structures,Settlement,SET_S_TOWER_FA,,PROPS,prop/detail or unclassified,models/settlement/SET_S_TOWER_FA.fbx,OTHER,14.179688,8.609378,16.3125,"[14.179688, 8.609378, 16.3125]","[14.179688, 16.312531, 8.609437]","[14.179688, 8.609378, 16.3125]","[0.0, 8.914063, -3e-06]","[0.0, -8.914063, 3e-06]",-8.156253,8.156247,4.609344,13.218781,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[14.179688, 16.3125, 8.609378]","[16.3125, 8.609378, 14.179689]","[8.609378, 14.179689, 16.3125]","[7.089844, 8.156265, 4.304718]","[21.269533, 24.468795, 12.914156]","[28.359377, 32.625063, 17.218874]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1633,1640.0,SET_T_MONU,SET_T_MONU,Large Structures,Settlement,SET_T_MONU,,PROPS,prop/detail or unclassified,models/settlement/SET_T_MONU.fbx,OTHER,5.363282,7.120087,5.382812,"[5.363282, 7.120087, 5.382812]","[5.363282, 5.382838, 7.120107]","[5.363282, 7.120087, 5.382812]","[0.0, 3.545426, 0.0]","[0.0, -3.545426, 0.0]",-2.691406,2.691406,-0.014628,7.105479,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.363282, 5.382813, 7.120087]","[5.382812, 7.120087, 5.363282]","[7.120087, 5.363283, 5.382812]","[2.681641, 2.69142, 3.560053]","[8.044924, 8.074257, 10.68016]","[10.726564, 10.765676, 14.240213]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1634,1641.0,SET_T_MONU_FA,SET_T_MONU_FA,Large Structures,Settlement,SET_T_MONU_FA,,PROPS,prop/detail or unclassified,models/settlement/SET_T_MONU_FA.fbx,OTHER,3.964844,3.830078,3.972656,"[3.964844, 3.830078, 3.972656]","[3.964844, 3.97267, 3.830092]","[3.964844, 3.830078, 3.972656]","[0.009766, 2.584961, -0.013672]","[-0.009766, -2.584961, 0.013672]",-2.0,1.972656,0.669915,4.500007,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.964844, 3.972656, 3.830078]","[3.972656, 3.830078, 3.964844]","[3.830078, 3.964844, 3.972656]","[1.982422, 1.986334, 1.915046]","[5.947266, 5.959005, 5.745139]","[7.929688, 7.945339, 7.660185]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1635,1642.0,SET_WEAPONBOX,,Furnishings,Settlement,SET_WEAPONBOX,,,prop/detail or unclassified,models/settlement/SET_WEAPONBOX.fbx,DECORATION_MISC,4.175781,3.298058,2.447266,"[4.175781, 3.298058, 2.447266]","[4.175781, 2.447278, 3.298066]","[4.175781, 3.298058, 2.447266]","[0.0, 1.638081, -0.318359]","[0.0, -1.638081, 0.318359]",-1.541992,0.905273,-0.010951,3.287115,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[4.175781, 2.447266, 3.298058]","[2.447266, 3.298058, 4.175781]","[3.298058, 4.175781, 2.447266]","[2.087891, 1.223639, 1.649033]","[6.263672, 3.670916, 4.9471]","[8.351562, 4.894554, 6.596133]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1636,1643.0,SHELFPANEL,SHELF PANEL,Furnishings,Decorative Technology,SHELFPANEL,,PROP,prop/detail or unclassified,models/furnishings/SHELFPANEL.fbx,TECH_UTILITY,3.012592,0.361625,1.242506,"[3.012592, 0.361625, 1.242506]","[3.012592, 1.242507, 0.361629]","[3.012592, 0.361625, 1.242506]","[0.0, 0.18233, 0.0]","[0.0, -0.18233, 0.0]",-0.621253,0.621253,0.001515,0.363144,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.012592, 1.242506, 0.361625]","[1.242506, 0.361625, 3.012592]","[0.361625, 3.012592, 1.242506]","[1.506296, 0.621254, 0.180815]","[4.518888, 1.86376, 0.542444]","[6.025184, 2.485014, 0.723259]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1637,1644.0,SHIELDSTATION,HAZARD PROTECTION UNIT,Advanced Technology,General Utility,SHIELDSTATION,,PROP,prop/detail or unclassified,models/advanced_technology/SHIELDSTATION.fbx,TECH_UTILITY,0.622432,0.430598,1.11056,"[0.622432, 0.430598, 1.11056]","[0.622432, 1.110562, 0.430602]","[0.622432, 0.430598, 1.11056]","[0.0, 0.215672, -0.047285]","[0.0, -0.215672, 0.047285]",-0.602565,0.507995,0.000371,0.430973,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.622432, 1.11056, 0.430598]","[1.11056, 0.430598, 0.622432]","[0.430598, 0.622433, 1.11056]","[0.311216, 0.555281, 0.215301]","[0.933648, 1.665842, 0.645903]","[1.244864, 2.221123, 0.861204]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1638,1645.0,SHIPARMS,HYDRAULIC ARMS,Furnishings,Space Station,SHIPARMS,,,prop/detail or unclassified,models/decoration/SHIPARMS.fbx,DECORATION_MISC,2.640869,2.679199,3.504883,"[2.640869, 2.679199, 3.504883]","[2.640869, 3.504892, 2.679212]","[2.640869, 2.679199, 3.504883]","[0.933472, 2.152588, 0.519043]","[-0.933472, -2.152588, -0.519043]",-1.233398,2.271484,0.81298,3.492192,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.640869, 3.504883, 2.679199]","[3.504883, 2.679199, 2.640869]","[2.679199, 2.640869, 3.504883]","[1.320435, 1.752445, 1.339606]","[3.961304, 5.257339, 4.018818]","[5.281738, 7.009785, 5.358424]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1639,1646.0,SLIME_MED,DETOXIFIED SLIME,Exotic Decorations,Decorative Plants,SLIME_MED,,PROP,prop/detail or unclassified,models/exotic_decorations/SLIME_MED.fbx,DECORATIVE_FLORA_OR_GLITCH,2.51943,0.691147,3.058175,"[2.51943, 0.691147, 3.058175]","[2.51943, 3.058177, 0.691158]","[2.51943, 0.691147, 3.058175]","[0.070173, 0.315559, 0.05632]","[-0.070173, -0.315559, -0.05632]",-1.472768,1.585407,-0.03002,0.661138,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.51943, 3.058175, 0.691147]","[3.058175, 0.691147, 2.51943]","[0.691147, 2.519431, 3.058175]","[1.259715, 1.529089, 0.345579]","[3.779145, 4.587267, 1.036737]","[5.03886, 6.116354, 1.382316]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1640,1647.0,SMALLLIGHT,LANTERN,Decoration,Lighting,SMALLLIGHT,,PROPS,light/accent,models/lights/SMALLLIGHT.fbx,DECORATION_MISC,0.26,0.731846,0.26,"[0.26, 0.731846, 0.26]","[0.26, 0.260003, 0.731847]","[0.26, 0.731846, 0.26]","[0.0, 0.365923, 0.0]","[0.0, -0.365923, 0.0]",-0.13,0.13,-0.0,0.731846,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.26, 0.26, 0.731846]","[0.26, 0.731846, 0.26]","[0.731846, 0.26, 0.26]","[0.13, 0.130001, 0.365923]","[0.39, 0.390003, 1.09777]","[0.52, 0.520006, 1.463694]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
1641,1648.0,SNOWPLANT,FROSTWORT,Advanced Technology,Farming,SNOWPLANT,,PLANTS,prop/detail or unclassified,models/farming/SNOWPLANT.fbx,DECORATIVE_FLORA_OR_GLITCH,1.998061,2.491841,1.943482,"[1.998061, 2.491841, 1.943482]","[1.998061, 1.943491, 2.491848]","[1.998061, 2.491841, 1.943482]","[0.113275, 1.033012, -0.073114]","[-0.113275, -1.033012, 0.073114]",-1.044855,0.898627,-0.212912,2.278936,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.998061, 1.943482, 2.491841]","[1.943482, 2.491842, 1.998061]","[2.491841, 1.998061, 1.943482]","[0.999031, 0.971746, 1.245924]","[2.997092, 2.915236, 3.737772]","[3.996122, 3.886982, 4.983696]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
