ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,extent_x,extent_y,extent_z,center_x,center_y,center_z,SpacingRule
B_STR_E_N,ARGONAUT FUEL COVER (N),Corvette,Hull Plating,B_STR_E_N,,,prop/detail or unclassified,models/corvette/B_STR_E_N.fbx,6.0,3.0,6.0,0.0,1.5,0.0,"use FBX extents X=6.000, Y=3.000, Z=6.000 * scale"
B_STR_E_NE,HARDFRAME DIFFUSER (NE),Corvette,Hull Plating,B_STR_E_NE,,,prop/detail or unclassified,models/corvette/B_STR_E_NE.fbx,5.96919,2.999999,5.121113,0.015845,1.5,-0.443369,"use FBX extents X=5.969, Y=3.000, Z=5.121 * scale"
B_STR_E_NE1,HARDFRAME DIFFUSER (NE1),Corvette,Hull Plating,B_STR_E_NE1,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_NE1.fbx,5.121113,2.999999,5.96919,-0.443369,1.5,-0.015845,"use FBX extents X=5.121, Y=3.000, Z=5.969 * scale"
B_STR_E_NE2,HARDFRAME DIFFUSER (NE2),Corvette,Hull Plating,B_STR_E_NE2,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_NE2.fbx,5.96919,2.999999,5.121113,-0.015845,1.5,0.443369,"use FBX extents X=5.969, Y=3.000, Z=5.121 * scale"
B_STR_E_NE3,HARDFRAME DIFFUSER (NE3),Corvette,Hull Plating,B_STR_E_NE3,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_NE3.fbx,5.121113,2.999999,5.969189,0.443369,1.5,0.015845,"use FBX extents X=5.121, Y=3.000, Z=5.969 * scale"
B_STR_E_NW,HARDFRAME DIFFUSER (NW),Corvette,Hull Plating,B_STR_E_NW,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_NW.fbx,5.96919,2.999999,5.121113,-0.015845,1.5,-0.443369,"use FBX extents X=5.969, Y=3.000, Z=5.121 * scale"
B_STR_E_NW1,HARDFRAME DIFFUSER (NW1),Corvette,Hull Plating,B_STR_E_NW1,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_NW1.fbx,5.121113,2.999999,5.969189,-0.443369,1.5,0.015845,"use FBX extents X=5.121, Y=3.000, Z=5.969 * scale"
B_STR_E_NW2,HARDFRAME DIFFUSER (NW2),Corvette,Hull Plating,B_STR_E_NW2,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_NW2.fbx,5.96919,2.999999,5.121113,0.015845,1.5,0.443369,"use FBX extents X=5.969, Y=3.000, Z=5.121 * scale"
B_STR_E_NW3,HARDFRAME DIFFUSER (NW3),Corvette,Hull Plating,B_STR_E_NW3,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_NW3.fbx,5.121113,2.999999,5.96919,0.443369,1.5,-0.015845,"use FBX extents X=5.121, Y=3.000, Z=5.969 * scale"
B_STR_E_S,ARGONAUT FUEL COVER (S),Corvette,Hull Plating,B_STR_E_S,B_STR_E_N,,prop/detail or unclassified,models/corvette/B_STR_E_S.fbx,6.0,3.0,6.0,0.0,1.5,0.0,"use FBX extents X=6.000, Y=3.000, Z=6.000 * scale"
B_STR_E_W,ARGONAUT FUEL COVER (W),Corvette,Hull Plating,B_STR_E_W,B_STR_E_N,,prop/detail or unclassified,models/corvette/B_STR_E_W.fbx,6.0,3.0,6.0,0.0,1.5,0.0,"use FBX extents X=6.000, Y=3.000, Z=6.000 * scale"
B_STR_E_Y_E,ARGONAUT FUEL COVER (Y_E),Corvette,Hull Plating,B_STR_E_Y_E,B_STR_E_N,,prop/detail or unclassified,models/corvette/B_STR_E_Y_E.fbx,6.0,3.0,6.0,0.0,1.5,0.0,"use FBX extents X=6.000, Y=3.000, Z=6.000 * scale"
B_STR_E_Y_N,ARGONAUT FUEL COVER (Y_N),Corvette,Hull Plating,B_STR_E_Y_N,B_STR_E_N,,prop/detail or unclassified,models/corvette/B_STR_E_Y_N.fbx,6.0,3.0,6.000001,0.0,1.5,0.0,"use FBX extents X=6.000, Y=3.000, Z=6.000 * scale"
B_STR_E_Y_NE,HARDFRAME DIFFUSER (Y_NE),Corvette,Hull Plating,B_STR_E_Y_NE,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_Y_NE.fbx,5.96919,3.0,5.121113,0.015845,1.5,-0.443369,"use FBX extents X=5.969, Y=3.000, Z=5.121 * scale"
B_STR_E_Y_NE1,HARDFRAME DIFFUSER (Y_NE1),Corvette,Hull Plating,B_STR_E_Y_NE1,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_Y_NE1.fbx,5.121113,3.0,5.96919,-0.443369,1.5,-0.015844,"use FBX extents X=5.121, Y=3.000, Z=5.969 * scale"
B_STR_E_Y_NE2,HARDFRAME DIFFUSER (Y_NE2),Corvette,Hull Plating,B_STR_E_Y_NE2,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_Y_NE2.fbx,5.96919,3.0,5.121113,-0.015845,1.5,0.443369,"use FBX extents X=5.969, Y=3.000, Z=5.121 * scale"
B_STR_E_Y_NE3,HARDFRAME DIFFUSER (Y_NE3),Corvette,Hull Plating,B_STR_E_Y_NE3,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_Y_NE3.fbx,5.121113,2.999999,5.969189,0.443369,1.5,0.015845,"use FBX extents X=5.121, Y=3.000, Z=5.969 * scale"
B_STR_E_Y_NW,HARDFRAME DIFFUSER (Y_NW),Corvette,Hull Plating,B_STR_E_Y_NW,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_Y_NW.fbx,5.96919,3.0,5.121113,-0.015845,1.5,-0.443368,"use FBX extents X=5.969, Y=3.000, Z=5.121 * scale"
B_STR_E_Y_NW1,HARDFRAME DIFFUSER (Y_NW1),Corvette,Hull Plating,B_STR_E_Y_NW1,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_Y_NW1.fbx,5.121113,2.999999,5.969189,-0.443369,1.5,0.015845,"use FBX extents X=5.121, Y=3.000, Z=5.969 * scale"
B_STR_E_Y_NW2,HARDFRAME DIFFUSER (Y_NW2),Corvette,Hull Plating,B_STR_E_Y_NW2,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_Y_NW2.fbx,5.96919,3.0,5.121113,0.015845,1.5,0.443369,"use FBX extents X=5.969, Y=3.000, Z=5.121 * scale"
B_STR_E_Y_NW3,HARDFRAME DIFFUSER (Y_NW3),Corvette,Hull Plating,B_STR_E_Y_NW3,B_STR_E_NE,,prop/detail or unclassified,models/corvette/B_STR_E_Y_NW3.fbx,5.121113,3.0,5.96919,0.443369,1.5,-0.015844,"use FBX extents X=5.121, Y=3.000, Z=5.969 * scale"
B_STR_E_Y_S,ARGONAUT FUEL COVER (Y_S),Corvette,Hull Plating,B_STR_E_Y_S,B_STR_E_N,,prop/detail or unclassified,models/corvette/B_STR_E_Y_S.fbx,6.0,3.000001,6.0,0.0,1.5,0.0,"use FBX extents X=6.000, Y=3.000, Z=6.000 * scale"
B_STR_E_Y_W,ARGONAUT FUEL COVER (Y_W),Corvette,Hull Plating,B_STR_E_Y_W,B_STR_E_N,,prop/detail or unclassified,models/corvette/B_STR_E_Y_W.fbx,6.0,3.0,6.0,0.0,1.5,0.0,"use FBX extents X=6.000, Y=3.000, Z=6.000 * scale"
B_STR_F_E,LONGSHORE COWLING (E),Corvette,Hull Plating,B_STR_F_E,B_STR_F_N,,prop/detail or unclassified,models/corvette/B_STR_F_E.fbx,12.105114,3.006138,6.070312,-3.056818,1.496931,0.0,"use FBX extents X=12.105, Y=3.006, Z=6.070 * scale"
B_STR_F_N,LONGSHORE COWLING (N),Corvette,Hull Plating,B_STR_F_N,,,prop/detail or unclassified,models/corvette/B_STR_F_N.fbx,6.070312,3.006138,12.105114,0.0,1.496931,3.056818,"use FBX extents X=6.070, Y=3.006, Z=12.105 * scale"
B_STR_F_NE,VESPER DIFFUSER (NE),Corvette,Hull Plating,B_STR_F_NE,,,prop/detail or unclassified,models/corvette/B_STR_F_NE.fbx,5.905197,2.916019,11.089855,0.050255,1.458006,2.54101,"use FBX extents X=5.905, Y=2.916, Z=11.090 * scale"
B_STR_F_NE1,VESPER DIFFUSER (NE1),Corvette,Hull Plating,B_STR_F_NE1,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_NE1.fbx,11.089855,2.916019,5.905197,2.54101,1.458006,-0.050255,"use FBX extents X=11.090, Y=2.916, Z=5.905 * scale"
B_STR_F_NE2,VESPER DIFFUSER (NE2),Corvette,Hull Plating,B_STR_F_NE2,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_NE2.fbx,5.905197,2.916019,11.089855,-0.050255,1.458006,-2.54101,"use FBX extents X=5.905, Y=2.916, Z=11.090 * scale"
B_STR_F_NE3,VESPER DIFFUSER (NE3),Corvette,Hull Plating,B_STR_F_NE3,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_NE3.fbx,11.089855,2.916019,5.905197,-2.54101,1.458006,0.050255,"use FBX extents X=11.090, Y=2.916, Z=5.905 * scale"
B_STR_F_NW,VESPER DIFFUSER (NW),Corvette,Hull Plating,B_STR_F_NW,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_NW.fbx,5.905197,2.916019,11.089855,-0.050255,1.458006,2.54101,"use FBX extents X=5.905, Y=2.916, Z=11.090 * scale"
B_STR_F_NW1,VESPER DIFFUSER (NW1),Corvette,Hull Plating,B_STR_F_NW1,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_NW1.fbx,11.089855,2.916019,5.905197,2.54101,1.458006,0.050255,"use FBX extents X=11.090, Y=2.916, Z=5.905 * scale"
B_STR_F_NW2,VESPER DIFFUSER (NW2),Corvette,Hull Plating,B_STR_F_NW2,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_NW2.fbx,5.905197,2.916019,11.089855,0.050255,1.458006,-2.54101,"use FBX extents X=5.905, Y=2.916, Z=11.090 * scale"
B_STR_F_NW3,VESPER DIFFUSER (NW3),Corvette,Hull Plating,B_STR_F_NW3,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_NW3.fbx,11.089855,2.916019,5.905197,-2.54101,1.458006,-0.050255,"use FBX extents X=11.090, Y=2.916, Z=5.905 * scale"
B_STR_F_S,LONGSHORE COWLING (S),Corvette,Hull Plating,B_STR_F_S,B_STR_F_N,,prop/detail or unclassified,models/corvette/B_STR_F_S.fbx,6.070312,3.006138,12.105114,0.0,1.496931,-3.056818,"use FBX extents X=6.070, Y=3.006, Z=12.105 * scale"
B_STR_F_W,LONGSHORE COWLING (W),Corvette,Hull Plating,B_STR_F_W,B_STR_F_N,,prop/detail or unclassified,models/corvette/B_STR_F_W.fbx,12.105114,3.006138,6.070312,3.056818,1.496931,0.0,"use FBX extents X=12.105, Y=3.006, Z=6.070 * scale"
B_STR_F_Y_E,LONGSHORE COWLING (Y_E),Corvette,Hull Plating,B_STR_F_Y_E,B_STR_F_N,,prop/detail or unclassified,models/corvette/B_STR_F_Y_E.fbx,12.105114,3.006138,6.070312,-3.056818,1.496931,0.0,"use FBX extents X=12.105, Y=3.006, Z=6.070 * scale"
B_STR_F_Y_N,LONGSHORE COWLING (Y_N),Corvette,Hull Plating,B_STR_F_Y_N,B_STR_F_N,,prop/detail or unclassified,models/corvette/B_STR_F_Y_N.fbx,6.070312,3.006138,12.105114,0.0,1.496931,3.056818,"use FBX extents X=6.070, Y=3.006, Z=12.105 * scale"
B_STR_F_Y_NE,VESPER DIFFUSER (Y_NE),Corvette,Hull Plating,B_STR_F_Y_NE,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_Y_NE.fbx,5.905197,2.916018,11.089855,0.050255,1.458006,2.54101,"use FBX extents X=5.905, Y=2.916, Z=11.090 * scale"
B_STR_F_Y_NE1,VESPER DIFFUSER (Y_NE1),Corvette,Hull Plating,B_STR_F_Y_NE1,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_Y_NE1.fbx,11.089855,2.916019,5.905198,2.54101,1.458006,-0.050255,"use FBX extents X=11.090, Y=2.916, Z=5.905 * scale"
B_STR_F_Y_NE2,VESPER DIFFUSER (Y_NE2),Corvette,Hull Plating,B_STR_F_Y_NE2,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_Y_NE2.fbx,5.905197,2.916019,11.089855,-0.050255,1.458006,-2.54101,"use FBX extents X=5.905, Y=2.916, Z=11.090 * scale"
B_STR_F_Y_NE3,VESPER DIFFUSER (Y_NE3),Corvette,Hull Plating,B_STR_F_Y_NE3,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_Y_NE3.fbx,11.089855,2.916018,5.905197,-2.54101,1.458006,0.050255,"use FBX extents X=11.090, Y=2.916, Z=5.905 * scale"
B_STR_F_Y_NW,VESPER DIFFUSER (Y_NW),Corvette,Hull Plating,B_STR_F_Y_NW,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_Y_NW.fbx,5.905197,2.916018,11.089855,-0.050255,1.458006,2.54101,"use FBX extents X=5.905, Y=2.916, Z=11.090 * scale"
B_STR_F_Y_NW1,VESPER DIFFUSER (Y_NW1),Corvette,Hull Plating,B_STR_F_Y_NW1,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_Y_NW1.fbx,11.089855,2.916018,5.905197,2.54101,1.458006,0.050255,"use FBX extents X=11.090, Y=2.916, Z=5.905 * scale"
B_STR_F_Y_NW2,VESPER DIFFUSER (Y_NW2),Corvette,Hull Plating,B_STR_F_Y_NW2,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_Y_NW2.fbx,5.905197,2.916019,11.089855,0.050255,1.458006,-2.54101,"use FBX extents X=5.905, Y=2.916, Z=11.090 * scale"
B_STR_F_Y_NW3,VESPER DIFFUSER (Y_NW3),Corvette,Hull Plating,B_STR_F_Y_NW3,B_STR_F_NE,,prop/detail or unclassified,models/corvette/B_STR_F_Y_NW3.fbx,11.089855,2.916019,5.905198,-2.54101,1.458006,-0.050255,"use FBX extents X=11.090, Y=2.916, Z=5.905 * scale"
B_STR_F_Y_S,LONGSHORE COWLING (Y_S),Corvette,Hull Plating,B_STR_F_Y_S,B_STR_F_N,,prop/detail or unclassified,models/corvette/B_STR_F_Y_S.fbx,6.070312,3.006138,12.105114,0.0,1.496931,-3.056818,"use FBX extents X=6.070, Y=3.006, Z=12.105 * scale"
B_STR_F_Y_W,LONGSHORE COWLING (Y_W),Corvette,Hull Plating,B_STR_F_Y_W,B_STR_F_N,,prop/detail or unclassified,models/corvette/B_STR_F_Y_W.fbx,12.105114,3.006138,6.070312,3.056818,1.496931,0.0,"use FBX extents X=12.105, Y=3.006, Z=6.070 * scale"
B_STR_G_E,ARGONAUT HYDRAULICS (E),Corvette,Hull Plating,B_STR_G_E,B_STR_G_N,,prop/detail or unclassified,models/corvette/B_STR_G_E.fbx,5.988282,3.0,6.0,0.005859,1.5,0.0,"use FBX extents X=5.988, Y=3.000, Z=6.000 * scale"
B_STR_G_N,ARGONAUT HYDRAULICS (N),Corvette,Hull Plating,B_STR_G_N,,,prop/detail or unclassified,models/corvette/B_STR_G_N.fbx,6.0,3.0,5.988282,0.0,1.5,-0.005859,"use FBX extents X=6.000, Y=3.000, Z=5.988 * scale"
B_STR_G_NE,FUEL POD COVER (NE),Corvette,Hull Plating,B_STR_G_NE,,,prop/detail or unclassified,models/corvette/B_STR_G_NE.fbx,2.981984,2.980469,5.406367,1.50857,1.490234,-0.296933,"use FBX extents X=2.982, Y=2.980, Z=5.406 * scale"
B_STR_G_NE1,FUEL POD COVER (NE1),Corvette,Hull Plating,B_STR_G_NE1,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_NE1.fbx,5.406367,2.980469,2.981984,-0.296934,1.490234,-1.50857,"use FBX extents X=5.406, Y=2.980, Z=2.982 * scale"
B_STR_G_NE2,FUEL POD COVER (NE2),Corvette,Hull Plating,B_STR_G_NE2,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_NE2.fbx,2.981984,2.980469,5.406367,-1.50857,1.490234,0.296934,"use FBX extents X=2.982, Y=2.980, Z=5.406 * scale"
B_STR_G_NE3,FUEL POD COVER (NE3),Corvette,Hull Plating,B_STR_G_NE3,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_NE3.fbx,5.406367,2.980469,2.981984,0.296933,1.490234,1.50857,"use FBX extents X=5.406, Y=2.980, Z=2.982 * scale"
B_STR_G_NW,FUEL POD COVER (NW),Corvette,Hull Plating,B_STR_G_NW,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_NW.fbx,2.981984,2.980469,5.406367,-1.50857,1.490234,-0.296934,"use FBX extents X=2.982, Y=2.980, Z=5.406 * scale"
B_STR_G_NW1,FUEL POD COVER (NW1),Corvette,Hull Plating,B_STR_G_NW1,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_NW1.fbx,5.406367,2.980469,2.981984,-0.296933,1.490234,1.50857,"use FBX extents X=5.406, Y=2.980, Z=2.982 * scale"
B_STR_G_NW2,FUEL POD COVER (NW2),Corvette,Hull Plating,B_STR_G_NW2,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_NW2.fbx,2.981984,2.980469,5.406367,1.50857,1.490234,0.296934,"use FBX extents X=2.982, Y=2.980, Z=5.406 * scale"
B_STR_G_NW3,FUEL POD COVER (NW3),Corvette,Hull Plating,B_STR_G_NW3,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_NW3.fbx,5.406367,2.980469,2.981984,0.296934,1.490234,-1.50857,"use FBX extents X=5.406, Y=2.980, Z=2.982 * scale"
B_STR_G_S,ARGONAUT HYDRAULICS (S),Corvette,Hull Plating,B_STR_G_S,B_STR_G_N,,prop/detail or unclassified,models/corvette/B_STR_G_S.fbx,6.0,3.0,5.988281,0.0,1.5,0.005859,"use FBX extents X=6.000, Y=3.000, Z=5.988 * scale"
B_STR_G_W,ARGONAUT HYDRAULICS (W),Corvette,Hull Plating,B_STR_G_W,B_STR_G_N,,prop/detail or unclassified,models/corvette/B_STR_G_W.fbx,5.988282,3.0,6.0,-0.005859,1.5,0.0,"use FBX extents X=5.988, Y=3.000, Z=6.000 * scale"
B_STR_G_Y_E,ARGONAUT HYDRAULICS (Y_E),Corvette,Hull Plating,B_STR_G_Y_E,B_STR_G_N,,prop/detail or unclassified,models/corvette/B_STR_G_Y_E.fbx,5.988282,3.0,6.0,0.005859,1.5,0.0,"use FBX extents X=5.988, Y=3.000, Z=6.000 * scale"
B_STR_G_Y_N,ARGONAUT HYDRAULICS (Y_N),Corvette,Hull Plating,B_STR_G_Y_N,B_STR_G_N,,prop/detail or unclassified,models/corvette/B_STR_G_Y_N.fbx,6.0,3.0,5.988282,0.0,1.5,-0.005859,"use FBX extents X=6.000, Y=3.000, Z=5.988 * scale"
B_STR_G_Y_NE,FUEL POD COVER (Y_NE),Corvette,Hull Plating,B_STR_G_Y_NE,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_Y_NE.fbx,2.981984,2.980469,5.406367,1.50857,1.490234,-0.296933,"use FBX extents X=2.982, Y=2.980, Z=5.406 * scale"
B_STR_G_Y_NE1,FUEL POD COVER (Y_NE1),Corvette,Hull Plating,B_STR_G_Y_NE1,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_Y_NE1.fbx,5.406367,2.980469,2.981984,-0.296934,1.490234,-1.50857,"use FBX extents X=5.406, Y=2.980, Z=2.982 * scale"
B_STR_G_Y_NE2,FUEL POD COVER (Y_NE2),Corvette,Hull Plating,B_STR_G_Y_NE2,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_Y_NE2.fbx,2.981984,2.980469,5.406368,-1.50857,1.490234,0.296934,"use FBX extents X=2.982, Y=2.980, Z=5.406 * scale"
B_STR_G_Y_NE3,FUEL POD COVER (Y_NE3),Corvette,Hull Plating,B_STR_G_Y_NE3,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_Y_NE3.fbx,5.406367,2.980469,2.981984,0.296933,1.490234,1.50857,"use FBX extents X=5.406, Y=2.980, Z=2.982 * scale"
B_STR_G_Y_NW,FUEL POD COVER (Y_NW),Corvette,Hull Plating,B_STR_G_Y_NW,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_Y_NW.fbx,2.981984,2.980469,5.406367,-1.50857,1.490234,-0.296934,"use FBX extents X=2.982, Y=2.980, Z=5.406 * scale"
B_STR_G_Y_NW1,FUEL POD COVER (Y_NW1),Corvette,Hull Plating,B_STR_G_Y_NW1,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_Y_NW1.fbx,5.406367,2.980469,2.981984,-0.296933,1.490234,1.50857,"use FBX extents X=5.406, Y=2.980, Z=2.982 * scale"
B_STR_G_Y_NW2,FUEL POD COVER (Y_NW2),Corvette,Hull Plating,B_STR_G_Y_NW2,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_Y_NW2.fbx,2.981984,2.980469,5.406368,1.50857,1.490234,0.296934,"use FBX extents X=2.982, Y=2.980, Z=5.406 * scale"
B_STR_G_Y_NW3,FUEL POD COVER (Y_NW3),Corvette,Hull Plating,B_STR_G_Y_NW3,B_STR_G_NE,,prop/detail or unclassified,models/corvette/B_STR_G_Y_NW3.fbx,5.406367,2.980469,2.981984,0.296934,1.490234,-1.50857,"use FBX extents X=5.406, Y=2.980, Z=2.982 * scale"
B_STR_G_Y_S,ARGONAUT HYDRAULICS (Y_S),Corvette,Hull Plating,B_STR_G_Y_S,B_STR_G_N,,prop/detail or unclassified,models/corvette/B_STR_G_Y_S.fbx,6.0,3.000001,5.988281,0.0,1.5,0.00586,"use FBX extents X=6.000, Y=3.000, Z=5.988 * scale"
B_STR_G_Y_W,ARGONAUT HYDRAULICS (Y_W),Corvette,Hull Plating,B_STR_G_Y_W,B_STR_G_N,,prop/detail or unclassified,models/corvette/B_STR_G_Y_W.fbx,5.988282,3.0,6.0,-0.005859,1.5,0.0,"use FBX extents X=5.988, Y=3.000, Z=6.000 * scale"
B_STR_H_E,FIREBOX COWLING (E),Corvette,Hull Plating,B_STR_H_E,B_STR_H_N,,prop/detail or unclassified,models/corvette/B_STR_H_E.fbx,11.406357,3.070679,6.054688,-2.703071,1.486145,0.0,"use FBX extents X=11.406, Y=3.071, Z=6.055 * scale"
B_STR_H_N,FIREBOX COWLING (N),Corvette,Hull Plating,B_STR_H_N,,,prop/detail or unclassified,models/corvette/B_STR_H_N.fbx,6.054688,3.070679,11.406357,0.0,1.486145,2.703071,"use FBX extents X=6.055, Y=3.071, Z=11.406 * scale"
B_STR_H_NE,ENGINE COVER (NE),Corvette,Hull Plating,B_STR_H_NE,,,prop/detail or unclassified,models/corvette/B_STR_H_NE.fbx,2.989731,2.989136,10.703117,1.514397,1.485901,2.351566,"use FBX extents X=2.990, Y=2.989, Z=10.703 * scale"
B_STR_H_NE1,ENGINE COVER (NE1),Corvette,Hull Plating,B_STR_H_NE1,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_NE1.fbx,10.703118,2.989136,2.989731,2.351566,1.485901,-1.514397,"use FBX extents X=10.703, Y=2.989, Z=2.990 * scale"
B_STR_H_NE2,ENGINE COVER (NE2),Corvette,Hull Plating,B_STR_H_NE2,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_NE2.fbx,2.989731,2.989136,10.703118,-1.514397,1.485901,-2.351566,"use FBX extents X=2.990, Y=2.989, Z=10.703 * scale"
B_STR_H_NE3,ENGINE COVER (NE3),Corvette,Hull Plating,B_STR_H_NE3,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_NE3.fbx,10.703117,2.989136,2.989731,-2.351566,1.485901,1.514397,"use FBX extents X=10.703, Y=2.989, Z=2.990 * scale"
B_STR_H_NW,ENGINE COVER (NW),Corvette,Hull Plating,B_STR_H_NW,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_NW.fbx,2.989731,2.989136,10.703118,-1.514396,1.485901,2.351566,"use FBX extents X=2.990, Y=2.989, Z=10.703 * scale"
B_STR_H_NW1,ENGINE COVER (NW1),Corvette,Hull Plating,B_STR_H_NW1,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_NW1.fbx,10.703117,2.989136,2.989731,2.351566,1.485901,1.514397,"use FBX extents X=10.703, Y=2.989, Z=2.990 * scale"
B_STR_H_NW2,ENGINE COVER (NW2),Corvette,Hull Plating,B_STR_H_NW2,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_NW2.fbx,2.989731,2.989136,10.703118,1.514397,1.485901,-2.351566,"use FBX extents X=2.990, Y=2.989, Z=10.703 * scale"
B_STR_H_NW3,ENGINE COVER (NW3),Corvette,Hull Plating,B_STR_H_NW3,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_NW3.fbx,10.703118,2.989136,2.989731,-2.351566,1.485901,-1.514397,"use FBX extents X=10.703, Y=2.989, Z=2.990 * scale"
B_STR_H_S,FIREBOX COWLING (S),Corvette,Hull Plating,B_STR_H_S,B_STR_H_N,,prop/detail or unclassified,models/corvette/B_STR_H_S.fbx,6.054688,3.070679,11.406357,0.0,1.486145,-2.703071,"use FBX extents X=6.055, Y=3.071, Z=11.406 * scale"
B_STR_H_W,FIREBOX COWLING (W),Corvette,Hull Plating,B_STR_H_W,B_STR_H_N,,prop/detail or unclassified,models/corvette/B_STR_H_W.fbx,11.406357,3.070679,6.054688,2.703071,1.486145,0.0,"use FBX extents X=11.406, Y=3.071, Z=6.055 * scale"
B_STR_H_Y_E,FIREBOX COWLING (Y_E),Corvette,Hull Plating,B_STR_H_Y_E,B_STR_H_N,,prop/detail or unclassified,models/corvette/B_STR_H_Y_E.fbx,11.406357,3.070679,6.054688,-2.703071,1.486145,0.0,"use FBX extents X=11.406, Y=3.071, Z=6.055 * scale"
B_STR_H_Y_N,FIREBOX COWLING (Y_N),Corvette,Hull Plating,B_STR_H_Y_N,B_STR_H_N,,prop/detail or unclassified,models/corvette/B_STR_H_Y_N.fbx,6.054688,3.070678,11.406357,0.0,1.486145,2.703071,"use FBX extents X=6.055, Y=3.071, Z=11.406 * scale"
B_STR_H_Y_NE,ENGINE COVER (Y_NE),Corvette,Hull Plating,B_STR_H_Y_NE,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_Y_NE.fbx,2.989731,2.989136,10.703117,1.514397,1.485901,2.351566,"use FBX extents X=2.990, Y=2.989, Z=10.703 * scale"
B_STR_H_Y_NE1,ENGINE COVER (Y_NE1),Corvette,Hull Plating,B_STR_H_Y_NE1,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_Y_NE1.fbx,10.703118,2.989136,2.989731,2.351566,1.485901,-1.514396,"use FBX extents X=10.703, Y=2.989, Z=2.990 * scale"
B_STR_H_Y_NE2,ENGINE COVER (Y_NE2),Corvette,Hull Plating,B_STR_H_Y_NE2,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_Y_NE2.fbx,2.989731,2.989136,10.703118,-1.514397,1.485901,-2.351566,"use FBX extents X=2.990, Y=2.989, Z=10.703 * scale"
B_STR_H_Y_NE3,ENGINE COVER (Y_NE3),Corvette,Hull Plating,B_STR_H_Y_NE3,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_Y_NE3.fbx,10.703117,2.989136,2.989731,-2.351566,1.485901,1.514397,"use FBX extents X=10.703, Y=2.989, Z=2.990 * scale"
